Claim_ID,Damage_Category,Sub_Detail,Property_Type,Region,US_State,Distance_From_Listing_M,Num_Guests,Children_Present,Elderly_Only_Group,Party_Flag,Pet_Present,Pet_Caused_Damage,Guest_Claim,Evidence_Available,Evidence_Type_Reviewed,Reporting_Delay_Hours,Reporting_Window_Status,Item_Age_Years,Depreciation_Applicable,Depreciation_Pct_Applied,Date_Reported,Date_Resolved,Resolution_Days,Estimated_Damage_USD,Outcome,Resolution_Type,Decision_Basis,Amount_Charged_to_Guest_USD,AirCover_Host_Reimbursement_USD
ACH-0566,Scratch Damage,Minor Scratch,Condo,North America - US,CA,1.5,8,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,125,Within Window - Days 3-7,0,N/A,0,2024-06-23,2024-06-30,7,153.85,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0567,Furniture Damage,,Apartment,North America - US,CO,207.6,5,No,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),20,Within Window - 48 Hrs or Less,1.6,Yes,0.192,2023-08-27,2023-09-11,15,1120.26,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0568,Furniture Damage,,Villa,North America - US,CA,84.2,3,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,30,Within Window - 48 Hrs or Less,0.4,Yes,0.048,2024-01-13,2024-01-14,1,552.47,Charged,Replacement,"Damage Confirmed - Not Repairable, Replacement Required",525.95,525.95
ACH-0569,Appliance Damage,,Cabin,Europe - UK,,10.3,8,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,31,Within Window - 48 Hrs or Less,7.9,Yes,0.8,2024-08-23,2024-08-30,7,401.77,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0570,Missing Item,,Condo,Asia Pacific,,4.1,1,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),4,Within Window - 48 Hrs or Less,1.5,Yes,0.18,2023-09-22,2023-09-24,2,2372.83,Waived,N/A,Guest Evidence Verified - Item Already Missing at Checkin,0,0
ACH-0571,Art & Valuables Damage,,Condo,Australia/NZ,,202.0,1,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,456,Outside 14-Day Window (Rejected),2.7,No,0.0,2024-07-28,2024-07-31,3,8337.55,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0572,Linen/Bedding Stain,Blood Stain (hard to remove),House,North America - US,NC,7.4,7,No,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),95,Within Window - Days 3-7,0,N/A,0,2024-02-16,2024-02-22,6,68.47,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0573,Electronics Damage,,Condo,North America - Canada,,14.5,3,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,48,Within Window - 48 Hrs or Less,7.8,Yes,0.8,2023-09-18,2023-09-27,9,1645.94,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0574,Electronics Damage,,Apartment,Europe - EU,,13.8,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,6,Within Window - 48 Hrs or Less,4.2,Yes,0.504,2024-04-07,2024-04-28,21,1693.35,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",562.19,562.19
ACH-0575,Electronics Damage,,Cabin,North America - US,AZ,10.7,8,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,44,Within Window - 48 Hrs or Less,5.1,Yes,0.612,2024-06-01,2024-06-04,3,3143.63,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,1219.73,1219.73
ACH-0576,Art & Valuables Damage,,Condo,Europe - UK,,4.4,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,457,Outside 14-Day Window (Rejected),2.3,No,0.0,2024-05-18,2024-05-30,12,9186.07,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0577,Missing Item,,Apartment,Asia Pacific,,19.4,7,No,No,Yes,No,No,No damage at checkout,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,1.8,Yes,0.216,2024-07-20,2024-07-23,3,1077.93,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (21%),845.1,845.1
ACH-0578,Furniture Damage,,House,North America - US,IL,5.1,1,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,12,Within Window - 48 Hrs or Less,0.3,Yes,0.036,2024-09-17,2024-09-20,3,2077.46,Charged,Reimbursement,Group Composition Risk - Children Present,2002.67,2002.67
ACH-0579,Deep Cleaning Required,,Condo,Asia Pacific,,438.9,3,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,0,N/A,0,2024-02-23,2024-02-24,1,252.85,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0580,Missing Item,,House,North America - US,CA,2.2,1,Yes,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),386,Outside 14-Day Window (Rejected),1.8,Yes,0.216,2024-01-23,2024-01-24,1,761.81,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0581,Linen/Bedding Stain,Torn Fabric,Villa,Europe - EU,,90.3,3,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,0,Within Window - 48 Hrs or Less,0,N/A,0,2024-08-28,2024-09-02,5,39.92,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0582,Furniture Damage,,Cabin,Europe - EU,,18.1,2,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,74,Within Window - Days 3-7,1.1,Yes,0.132,2024-02-22,2024-02-26,4,2400.37,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,2083.52,2083.52
ACH-0583,Furniture Damage,,Cabin,North America - US,CA,12.6,5,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),54,Within Window - Days 3-7,1.7,Yes,0.204,2024-06-16,2024-06-23,7,1285.13,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0584,Carpet/Flooring Damage,,Villa,Europe - EU,,18.5,6,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,70,Within Window - Days 3-7,0,N/A,0,2024-05-13,2024-05-15,2,3837.65,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0585,Wall/Ceiling Damage,Minor Scratch,Condo,Asia Pacific,,285.8,3,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),127,Within Window - Days 3-7,0,N/A,0,2024-05-16,2024-05-26,10,626.37,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0586,Wall/Ceiling Damage,Minor Scratch,Villa,North America - US,GA,8.7,5,No,Yes,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,71,Within Window - Days 3-7,0,N/A,0,2023-11-16,2023-11-24,8,442.85,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0587,Carpet/Flooring Damage,,Villa,Europe - EU,,78.9,1,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,47,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-22,2023-10-01,9,1196.61,Charged,Replacement,"Damage Confirmed - Not Repairable, Replacement Required",1196.61,1196.61
ACH-0588,Pet Damage,,Villa,North America - Canada,,5.2,4,No,No,No,Yes,Yes,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),70,Within Window - Days 3-7,0,N/A,0,2024-07-16,2024-07-24,8,1134.15,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0589,Appliance Damage,,Villa,North America - US,AZ,10.2,6,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,434,Outside 14-Day Window (Rejected),3.4,Yes,0.408,2023-09-28,2023-09-30,2,1928.86,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0590,Appliance Damage,,Condo,Asia Pacific,,30.5,1,No,Yes,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,9,Within Window - 48 Hrs or Less,0.4,Yes,0.048,2024-07-13,2024-07-17,4,360.86,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0591,Appliance Damage,,Villa,North America - US,CA,2.8,4,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),29,Within Window - 48 Hrs or Less,3.7,Yes,0.444,2024-04-26,2024-05-03,7,249.12,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0592,Furniture Damage,,Condo,North America - Canada,,3.0,6,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,10,Within Window - 48 Hrs or Less,3.3,Yes,0.396,2023-09-19,2023-09-29,10,872.62,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0593,Kitchenware Breakage,,House,North America - US,GA,4.2,6,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),11,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-18,2023-11-28,10,189.1,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0594,Pet Damage,,Apartment,Asia Pacific,,19.5,3,No,No,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,130,Within Window - Days 3-7,0,N/A,0,2023-12-24,2024-01-03,10,377.45,Waived,N/A,Standard Liability Review - Reported Within 7 Days,0,0
ACH-0595,Furniture Damage,,Cabin,Australia/NZ,,67.2,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,43,Within Window - 48 Hrs or Less,4.4,Yes,0.528,2023-08-08,2023-08-12,4,1907.92,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",654.42,654.42
ACH-0596,Deep Cleaning Required,,Condo,North America - US,CA,45.7,4,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,122,Within Window - Days 3-7,0,N/A,0,2024-02-10,2024-02-20,10,366.14,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,366.14,366.14
ACH-0597,Missing Item,,Villa,North America - Canada,,13.3,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,25,Within Window - 48 Hrs or Less,0.9,Yes,0.108,2024-04-19,2024-04-20,1,326.22,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (10%),290.99,290.99
ACH-0598,Wall/Ceiling Damage,Minor Scratch,Apartment,Australia/NZ,,12.0,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,32,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-08,2023-11-17,9,2155.39,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0599,Scratch Damage,Minor Scratch,Villa,North America - US,IL,8.9,5,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,0,N/A,0,2024-06-20,2024-06-27,7,438.72,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0600,Kitchenware Breakage,,Cabin,Europe - UK,,9.6,1,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),167,Within Window - Days 3-7,0,N/A,0,2024-02-02,2024-02-03,1,347.78,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0601,Kitchenware Breakage,,House,North America - US,NY,400.3,5,No,Yes,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),28,Within Window - 48 Hrs or Less,0,N/A,0,2024-06-09,2024-06-10,1,255.92,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0602,Scratch Damage,Minor Scratch,House,Europe - EU,,77.2,3,No,Yes,No,No,No,No damage at checkout,No,No photo/video evidence,10,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-20,2023-10-26,6,179.33,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0603,Carpet/Flooring Damage,,Villa,Asia Pacific,,0.7,6,No,Yes,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,1,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-30,2023-12-08,8,465.95,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0604,Deep Cleaning Required,,House,Asia Pacific,,12.9,1,No,Yes,No,No,No,Pre-existing condition,No,No photo/video evidence,203,Within Window - Days 8-14,0,N/A,0,2024-09-17,2024-09-18,1,139.23,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,139.23,139.23
ACH-0605,Wall/Ceiling Damage,Hole in Wall,Condo,Asia Pacific,,25.6,6,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-08,2023-10-09,1,2453.33,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,2453.33,2453.33
ACH-0606,Furniture Damage,,House,North America - US,NC,19.8,6,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,17,Within Window - 48 Hrs or Less,7.8,Yes,0.8,2023-08-12,2023-08-30,18,1769.4,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0607,Electronics Damage,,Apartment,North America - US,CA,13.3,6,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,14,Within Window - 48 Hrs or Less,0.6,Yes,0.072,2023-12-07,2023-12-08,1,2490.53,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0608,Carpet/Flooring Damage,,Cabin,North America - US,CA,83.5,7,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,330,Within Window - Days 8-14,0,N/A,0,2024-01-23,2024-01-27,4,2594.96,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,2594.96,2594.96
ACH-0609,Linen/Bedding Stain,Torn Fabric,Villa,Australia/NZ,,192.3,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,333,Within Window - Days 8-14,0,N/A,0,2024-04-29,2024-04-30,1,176.22,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0610,Art & Valuables Damage,,Apartment,Australia/NZ,,0.8,2,No,Yes,No,Yes,No,No damage at checkout,No,No photo/video evidence,15,Within Window - 48 Hrs or Less,8.0,No,0.0,2024-03-31,2024-04-02,2,8872.59,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,8872.59,8872.59
ACH-0611,Kitchenware Breakage,,Cabin,North America - US,CA,99.5,4,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),163,Within Window - Days 3-7,0,N/A,0,2024-02-10,2024-02-11,1,282.58,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0612,Art & Valuables Damage,,Condo,Europe - EU,,3.7,4,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),133,Within Window - Days 3-7,4.3,No,0.0,2024-08-11,2024-08-12,1,5165.31,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0613,Deep Cleaning Required,,Condo,North America - Canada,,44.6,7,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,138,Within Window - Days 3-7,0,N/A,0,2024-04-07,2024-04-10,3,95.24,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0614,Deep Cleaning Required,,House,North America - Canada,,364.2,3,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,144,Within Window - Days 3-7,0,N/A,0,2023-08-04,2023-08-11,7,259.05,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0615,Carpet/Flooring Damage,,Cabin,Europe - UK,,12.7,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,87,Within Window - Days 3-7,0,N/A,0,2024-02-21,2024-03-11,19,3466.0,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0616,Appliance Damage,,House,North America - US,IL,59.0,5,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),14,Within Window - 48 Hrs or Less,5.8,Yes,0.696,2024-06-16,2024-06-19,3,1170.66,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0617,Deep Cleaning Required,,House,Australia/NZ,,4.9,7,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,57,Within Window - Days 3-7,0,N/A,0,2024-01-12,2024-01-15,3,488.77,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0618,Linen/Bedding Stain,General Stain (washable),Villa,North America - US,IL,392.4,4,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,32,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-16,2024-01-03,18,114.03,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0619,Furniture Damage,,Villa,Europe - EU,,4.6,1,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,82,Within Window - Days 3-7,2.9,Yes,0.348,2024-07-31,2024-08-12,12,2747.38,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0620,Electronics Damage,,House,North America - US,FL,64.2,2,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),379,Outside 14-Day Window (Rejected),0.7,Yes,0.084,2024-04-27,2024-05-07,10,422.19,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0621,Kitchenware Breakage,,Condo,Asia Pacific,,58.7,8,Yes,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,90,Within Window - Days 3-7,0,N/A,0,2023-11-09,2023-11-11,2,308.39,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,308.39,308.39
ACH-0622,Wall/Ceiling Damage,Minor Scratch,House,Australia/NZ,,11.0,5,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),4,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-23,2024-05-31,8,902.99,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0623,Scratch Damage,Minor Scratch,House,Australia/NZ,,8.4,6,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,174,Within Window - Days 8-14,0,N/A,0,2023-08-26,2023-09-03,8,417.62,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0624,Kitchenware Breakage,,Apartment,Asia Pacific,,5.9,3,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,21,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-09,2023-11-13,4,42.69,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,42.69,42.69
ACH-0625,Deep Cleaning Required,,Villa,North America - US,CA,1.6,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-19,2024-01-24,5,446.11,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,446.11,446.11
ACH-0626,Electronics Damage,,Villa,North America - US,CA,18.4,6,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,6,Within Window - 48 Hrs or Less,6.4,Yes,0.768,2024-07-19,2024-08-04,16,224.4,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0627,Deep Cleaning Required,,Villa,Australia/NZ,,4.0,5,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,10,Within Window - 48 Hrs or Less,0,N/A,0,2024-06-05,2024-06-20,15,139.37,Charged,Reimbursement,Group Composition Risk - Children Present,139.37,139.37
ACH-0628,Scratch Damage,Minor Scratch,Villa,Europe - UK,,9.3,5,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,1,Within Window - 48 Hrs or Less,0,N/A,0,2024-06-25,2024-06-28,3,754.42,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0629,Linen/Bedding Stain,Blood Stain (hard to remove),Cabin,Europe - UK,,6.3,3,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),164,Within Window - Days 3-7,0,N/A,0,2023-08-07,2023-08-12,5,173.55,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0630,Art & Valuables Damage,,Apartment,North America - US,GA,123.6,2,No,No,Yes,No,No,No damage at checkout,No,No photo/video evidence,241,Within Window - Days 8-14,5.3,No,0.0,2024-02-17,2024-02-26,9,3367.22,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0631,Kitchenware Breakage,,Apartment,North America - Canada,,56.0,6,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),22,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-20,2024-09-21,1,95.03,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0632,Scratch Damage,Major Scratch (Affects Aesthetics),House,North America - US,NY,306.4,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,255,Within Window - Days 8-14,0,N/A,0,2024-04-06,2024-04-26,20,201.07,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0633,Missing Item,,Condo,North America - US,AZ,6.7,6,No,Yes,No,No,No,Pre-existing condition,No,No photo/video evidence,140,Within Window - Days 3-7,1.4,Yes,0.168,2024-05-26,2024-05-27,1,916.75,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0634,Missing Item,,Condo,Asia Pacific,,18.2,3,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,35,Within Window - 48 Hrs or Less,7.6,Yes,0.8,2024-04-13,2024-04-15,2,1160.38,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (80%),232.08,232.08
ACH-0635,Kitchenware Breakage,,Cabin,North America - US,CA,1.7,5,No,Yes,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),352,Outside 14-Day Window (Rejected),0,N/A,0,2023-09-26,2023-10-04,8,242.46,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0636,Furniture Damage,,Villa,Europe - UK,,2.3,5,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,3.4,Yes,0.408,2023-10-31,2023-11-01,1,1490.59,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0637,Appliance Damage,,Apartment,Australia/NZ,,300.6,4,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,48,Within Window - 48 Hrs or Less,5.4,Yes,0.648,2024-05-09,2024-05-10,1,764.62,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0638,Electronics Damage,,Condo,North America - US,CA,14.2,4,No,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,3.3,Yes,0.396,2023-08-04,2023-08-25,21,1346.24,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0639,Appliance Damage,,Condo,Asia Pacific,,3.6,7,No,Yes,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,45,Within Window - 48 Hrs or Less,1.1,Yes,0.132,2024-05-16,2024-05-22,6,395.29,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0640,Carpet/Flooring Damage,,Apartment,North America - Canada,,18.3,4,No,Yes,No,No,No,No damage at checkout,No,No photo/video evidence,211,Within Window - Days 8-14,0,N/A,0,2024-03-11,2024-03-14,3,1132.36,Charged,Replacement,"Damage Confirmed - Not Repairable, Replacement Required",1132.36,1132.36
ACH-0641,Electronics Damage,,Condo,North America - US,GA,15.9,8,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),249,Within Window - Days 8-14,7.1,Yes,0.8,2024-01-10,2024-01-13,3,2324.77,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0642,Carpet/Flooring Damage,,Cabin,Australia/NZ,,3.2,8,Yes,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,14,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-06,2024-07-11,5,2086.2,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0643,Furniture Damage,,Condo,Australia/NZ,,5.3,7,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,58,Within Window - Days 3-7,4.6,Yes,0.552,2023-11-09,2023-11-24,15,828.36,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",353.71,353.71
ACH-0644,Scratch Damage,Minor Scratch,House,Europe - UK,,10.1,6,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),116,Within Window - Days 3-7,0,N/A,0,2024-09-19,2024-09-22,3,563.6,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0645,Furniture Damage,,Apartment,Asia Pacific,,285.7,8,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,22,Within Window - 48 Hrs or Less,4.4,Yes,0.528,2024-07-29,2024-08-06,8,1404.96,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0646,Wall/Ceiling Damage,Minor Scratch,Condo,North America - Canada,,18.2,6,No,Yes,No,Yes,No,Pre-existing condition,No,No photo/video evidence,34,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-20,2024-07-24,4,917.26,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0647,Kitchenware Breakage,,Villa,North America - US,NY,4.6,6,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,4,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-02,2024-07-05,3,262.35,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0648,Scratch Damage,Major Scratch (Affects Aesthetics),House,Europe - UK,,17.1,8,Yes,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),1,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-07,2023-09-15,8,61.1,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0649,Missing Item,,House,Australia/NZ,,9.1,3,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,33,Within Window - 48 Hrs or Less,3.8,Yes,0.456,2024-02-10,2024-02-11,1,1274.41,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0650,Art & Valuables Damage,,Condo,Australia/NZ,,84.3,5,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,9,Within Window - 48 Hrs or Less,3.4,No,0.0,2024-08-05,2024-08-11,6,9169.34,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0651,Scratch Damage,Minor Scratch,Condo,North America - US,NC,6.8,3,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,22,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-29,2023-09-30,1,564.9,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0652,Missing Item,,Villa,Australia/NZ,,19.2,7,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,365,Outside 14-Day Window (Rejected),0.4,Yes,0.048,2024-07-24,2024-07-30,6,1865.98,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
